image_id,wind_speed,storm_id,relative_time,ocean
fna_314,60,fna,680400,1
fna_315,60,fna,682200,1
fna_316,60,fna,684000,1
fna_317,60,fna,685800,1
fna_318,60,fna,687600,1
fna_319,60,fna,691200,1
fna_320,60,fna,692999,1
fna_321,60,fna,694800,1
fna_322,60,fna,696600,1
fna_323,60,fna,698400,1
fna_324,60,fna,702000,1
fna_325,60,fna,703800,1
fna_326,60,fna,705600,1
fna_327,60,fna,707399,1
fna_328,60,fna,709201,1
fna_329,60,fna,712799,1
fna_330,60,fna,714600,1
fna_331,60,fna,716400,1
fna_332,60,fna,718200,1
fna_333,60,fna,720000,1
fna_334,60,fna,723601,1
fna_335,60,fna,725403,1
fna_336,60,fna,727201,1
fna_337,60,fna,729002,1
fna_338,60,fna,730802,1
fna_339,60,fna,734402,1
fna_340,59,fna,738000,1
fna_341,58,fna,739802,1
fna_342,58,fna,741601,1
fna_343,57,fna,745201,1
fna_344,57,fna,747002,1
fna_345,56,fna,748802,1
fna_346,56,fna,750601,1
fna_347,55,fna,752401,1
fna_348,55,fna,756001,1
fna_349,54,fna,757801,1
fna_350,54,fna,759601,1
fna_351,53,fna,761401,1
fna_352,53,fna,763202,1
fna_353,52,fna,766800,1
fna_354,52,fna,768600,1
fna_355,51,fna,770400,1
fna_356,51,fna,772200,1
fna_357,50,fna,773999,1
fna_358,50,fna,777602,1
fna_359,50,fna,779400,1
fna_360,50,fna,781201,1
fna_361,50,fna,783000,1
fna_362,50,fna,784800,1
fna_363,50,fna,788399,1
fna_364,50,fna,790200,1
fna_365,50,fna,792000,1
fna_366,50,fna,793799,1
fna_367,50,fna,795600,1
fna_368,50,fna,799200,1
fna_369,49,fna,801000,1
fna_370,49,fna,802799,1
fna_371,48,fna,804600,1
fna_372,48,fna,806400,1
fna_373,47,fna,810001,1
fna_374,47,fna,811802,1
fna_375,46,fna,813601,1
fna_376,46,fna,815402,1
fna_377,45,fna,817201,1
fna_378,45,fna,820802,1
fna_379,44,fna,822601,1
fna_380,44,fna,824401,1
fna_381,43,fna,826200,1
fna_382,43,fna,828000,1
fna_383,42,fna,831601,1
fna_384,42,fna,833401,1
fna_385,41,fna,835202,1
fna_386,41,fna,837001,1
fna_387,40,fna,838801,1
fna_388,40,fna,842401,1
fna_389,39,fna,844202,1
fna_390,39,fna,846001,1
fna_391,38,fna,847801,1
fna_392,38,fna,849602,1
fna_393,37,fna,853200,1
fna_394,37,fna,855000,1
fna_395,36,fna,856800,1
fna_396,36,fna,858600,1
fna_397,35,fna,860399,1
fna_398,35,fna,864000,1
fna_399,35,fna,865800,1
fna_400,35,fna,867602,1
fna_401,35,fna,869400,1
fna_402,35,fna,871201,1
fna_403,35,fna,874800,1
fna_404,35,fna,876600,1
fna_405,35,fna,878400,1
fna_406,35,fna,880200,1
fna_407,35,fna,882000,1
fna_408,35,fna,885600,1
fna_409,34,fna,887400,1
fna_410,34,fna,889200,1
fna_411,33,fna,892800,1
fna_412,32,fna,896401,1
fna_413,32,fna,898202,1
fna_414,31,fna,900001,1
fna_415,31,fna,901803,1
fna_416,30,fna,903601,1
fna_417,30,fna,907202,1
fna_418,30,fna,909001,1
fna_419,30,fna,910801,1
fna_420,30,fna,912602,1
fna_421,30,fna,914401,1
fna_422,30,fna,918001,1
fna_423,30,fna,919801,1
fna_424,30,fna,921602,1
fna_425,30,fna,923401,1
fna_426,30,fna,925201,1
fna_427,30,fna,928801,1
fna_428,30,fna,930602,1
fna_429,30,fna,932401,1
fna_430,30,fna,934201,1
fna_431,30,fna,936002,1
fna_432,30,fna,939600,1
fna_433,30,fna,941399,1
fna_434,30,fna,943200,1
fna_435,30,fna,945000,1
fna_436,30,fna,946800,1
fna_437,30,fna,950400,1
fna_438,29,fna,952200,1
fna_439,29,fna,954000,1
fna_440,28,fna,955799,1
fna_441,28,fna,957601,1
fna_442,27,fna,961200,1
fna_443,27,fna,963000,1
fna_444,26,fna,964800,1
fna_445,26,fna,966600,1
fna_446,25,fna,968400,1
fna_447,25,fna,972000,1
fna_448,25,fna,973800,1
fna_449,25,fna,975600,1
fna_450,25,fna,977400,1
fna_451,25,fna,979200,1
fna_452,25,fna,982801,1
fna_453,25,fna,984602,1
fna_454,25,fna,986401,1
fna_455,25,fna,988202,1
fna_456,25,fna,990001,1
fna_457,25,fna,993602,1
fna_458,25,fna,995401,1
fna_459,25,fna,997201,1
fna_460,25,fna,999001,1
fna_461,25,fna,1000801,1
fna_462,25,fna,1004401,1
fna_463,25,fna,1006201,1
fna_464,25,fna,1008003,1
fna_465,25,fna,1009803,1
fna_466,25,fna,1011602,1
fna_467,25,fna,1015201,1
fna_468,25,fna,1017002,1
fna_469,25,fna,1018801,1
fna_470,25,fna,1020601,1
fna_471,25,fna,1022402,1
fna_472,25,fna,1026002,1
fna_473,25,fna,1027799,1
fna_474,25,fna,1029601,1
fna_475,25,fna,1031400,1
fna_476,25,fna,1033200,1
fns_000,25,fns,0,2
fns_001,26,fns,1800,2
fns_002,26,fns,3600,2
fns_003,26,fns,5400,2
fns_004,27,fns,7200,2
fns_005,28,fns,10800,2
fns_006,28,fns,12600,2
fns_007,29,fns,14399,2
fns_008,29,fns,16200,2
fns_009,29,fns,18000,2
fns_010,30,fns,21600,2
fns_011,35,fns,75600,2
fns_012,35,fns,77400,2
fns_013,35,fns,79200,2
fns_014,35,fns,81000,2
fns_015,35,fns,82800,2
fns_016,35,fns,86400,2
fns_017,36,fns,88199,2
fns_018,36,fns,90000,2
fns_019,36,fns,91800,2
fns_020,37,fns,93600,2
fns_021,38,fns,97200,2
fns_022,38,fns,99000,2
fns_023,39,fns,100800,2
fns_024,39,fns,102600,2
fns_025,39,fns,104400,2
fns_026,40,fns,108000,2
fns_027,41,fns,109800,2
fns_028,41,fns,111599,2
fns_029,41,fns,113400,2
fns_030,42,fns,115200,2
fns_031,51,fns,153000,2
fns_032,51,fns,154800,2
fns_033,51,fns,156599,2
fns_034,52,fns,158400,2
fns_035,53,fns,162000,2
fns_036,53,fns,163800,2
fns_037,54,fns,165600,2
fns_038,54,fns,167400,2
fns_039,54,fns,169200,2
fns_040,55,fns,172799,2
fns_041,56,fns,174600,2
fns_042,56,fns,176399,2
fns_043,56,fns,178200,2
fns_044,57,fns,180000,2
fns_045,58,fns,183600,2
fns_046,58,fns,185400,2
fns_047,59,fns,187200,2
fns_048,59,fns,189000,2
fns_049,59,fns,190800,2
fns_050,60,fns,194400,2
fns_051,60,fns,196200,2
fns_052,60,fns,197999,2
fns_053,60,fns,199800,2
fns_054,60,fns,201599,2
fns_055,60,fns,205199,2
fns_056,60,fns,207000,2
fns_057,60,fns,208800,2
fns_058,60,fns,210600,2
fns_059,60,fns,212400,2
fns_060,60,fns,216000,2
fns_061,59,fns,217800,2
fns_062,59,fns,219600,2
fns_063,59,fns,221400,2
fns_064,58,fns,223200,2
fns_065,57,fns,226800,2
fns_066,57,fns,228600,2
fns_067,56,fns,230400,2
fns_068,56,fns,232200,2
fns_069,56,fns,234000,2
fns_070,55,fns,237600,2
fns_071,54,fns,239400,2
fns_072,54,fns,241200,2
fns_073,54,fns,243000,2
fns_074,53,fns,244800,2
fns_075,52,fns,248400,2
fns_076,52,fns,250200,2
fns_077,51,fns,252000,2
fns_078,51,fns,253800,2
fns_079,51,fns,255600,2
fns_080,50,fns,259199,2
fns_081,50,fns,261000,2
fns_082,49,fns,262800,2
fns_083,47,fns,264600,2
fns_084,45,fns,266400,2
fns_085,41,fns,270000,2
fns_086,39,fns,271800,2
fns_087,37,fns,273600,2
fns_088,35,fns,275400,2
fns_089,33,fns,277200,2
fnu_000,40,fnu,0,2
fnu_001,40,fnu,1800,2
fnu_002,40,fnu,3599,2
fnu_003,40,fnu,5400,2
fnu_004,40,fnu,7200,2
fnu_005,40,fnu,10800,2
fnu_006,40,fnu,12600,2
fnu_007,40,fnu,14399,2
fnu_008,40,fnu,16200,2
fnu_009,40,fnu,18000,2
fnu_010,40,fnu,21600,2
fnu_011,41,fnu,23400,2
fnu_012,41,fnu,25200,2
fnu_013,41,fnu,27000,2
fnu_014,42,fnu,28799,2
fnu_015,43,fnu,32400,2
fnu_016,43,fnu,34200,2
fnu_017,44,fnu,36000,2
fnu_018,44,fnu,37800,2
fnu_019,44,fnu,39601,2
fnu_020,45,fnu,43202,2
fnu_021,46,fnu,45001,2
fnu_022,47,fnu,46801,2
fnu_023,48,fnu,48600,2
fnu_024,49,fnu,50401,2
fnu_025,50,fnu,54001,2
fnu_026,51,fnu,55801,2
fnu_027,52,fnu,57602,2
fnu_028,53,fnu,59401,2
fnu_029,54,fnu,61201,2
fnu_030,55,fnu,64803,2
fnu_031,55,fnu,66601,2
fnu_032,55,fnu,68401,2
fnu_033,55,fnu,70201,2
fnu_034,55,fnu,72001,2
fnu_035,55,fnu,75601,2
fnu_036,55,fnu,77402,2
fnu_037,55,fnu,79201,2
fnu_038,55,fnu,81003,2
fnu_039,55,fnu,82799,2
fnu_040,55,fnu,86400,2
fnu_041,56,fnu,88199,2
fnu_042,56,fnu,90000,2
fnu_043,56,fnu,91800,2
fnu_044,57,fnu,93600,2
fnu_045,58,fnu,97202,2
fnu_046,58,fnu,99000,2
fnu_047,59,fnu,100800,2
fnu_048,59,fnu,102600,2
fnu_049,59,fnu,104400,2
foj_000,41,foj,0,2
foj_001,41,foj,1801,2
foj_002,44,foj,14401,2
foj_003,44,foj,16201,2
foj_004,45,foj,19800,2
foj_005,45,foj,21600,2
foj_006,45,foj,23400,2
foj_007,45,foj,25201,2
foj_008,45,foj,27001,2
foj_009,45,foj,30600,2
fpa_000,20,fpa,0,1
fpa_001,20,fpa,1800,1
fpa_002,20,fpa,3600,1
fpa_003,20,fpa,5399,1
fpa_004,20,fpa,7200,1
fpa_005,20,fpa,10799,1
fpa_006,20,fpa,12599,1
fpa_007,20,fpa,14399,1
fpa_008,20,fpa,16200,1
fpa_009,20,fpa,17999,1
fpa_010,20,fpa,27001,1
fpa_011,20,fpa,28801,1
fpa_012,20,fpa,32401,1
fpa_013,20,fpa,34201,1
fpa_014,20,fpa,36001,1
fpa_015,20,fpa,37801,1
fpa_016,20,fpa,39601,1
fpa_017,20,fpa,43201,1
fpa_018,20,fpa,45001,1
fpa_019,20,fpa,46801,1
fpa_020,20,fpa,50401,1
fpa_021,20,fpa,54001,1
fpa_022,22,fpa,66602,1
fpa_023,23,fpa,68401,1
fpa_024,27,fpa,77400,1
fpa_025,28,fpa,80999,1
fpa_026,29,fpa,82800,1
fpa_027,30,fpa,86400,1
fpa_028,31,fpa,88199,1
fpa_029,31,fpa,90000,1
fpa_030,32,fpa,91799,1
fpa_031,32,fpa,93600,1
fpa_032,33,fpa,97200,1
fpa_033,33,fpa,98999,1
fpa_034,34,fpa,100800,1
fpa_035,34,fpa,102599,1
fpa_036,35,fpa,104400,1
fpa_037,35,fpa,108000,1
fpa_038,35,fpa,109799,1
fpa_039,35,fpa,111600,1
fpa_040,35,fpa,113399,1
fpa_041,35,fpa,115201,1
fpa_042,35,fpa,118801,1
fpa_043,35,fpa,120600,1
fpa_044,35,fpa,122400,1
fpa_045,35,fpa,124201,1
fpa_046,35,fpa,126001,1
fpa_047,36,fpa,129601,1
fpa_048,37,fpa,131401,1
fpa_049,38,fpa,133201,1
fpa_050,38,fpa,135001,1
fpa_051,39,fpa,136801,1
fpa_052,41,fpa,140401,1
fpa_053,47,fpa,153001,1
fpa_054,48,fpa,154801,1
fpa_055,52,fpa,163799,1
fpa_056,53,fpa,167399,1
fpa_057,54,fpa,169199,1
fpa_058,55,fpa,172800,1
fpa_059,56,fpa,174599,1
fpa_060,56,fpa,176400,1
fpa_061,57,fpa,178200,1
fpa_062,57,fpa,180000,1
fpa_063,58,fpa,183599,1
fpa_064,58,fpa,185400,1
fpa_065,59,fpa,187199,1
fpa_066,59,fpa,188999,1
fpa_067,60,fpa,190800,1
fpa_068,60,fpa,194400,1
fpa_069,61,fpa,196200,1
fpa_070,61,fpa,197999,1
fpa_071,62,fpa,199800,1
fpa_072,62,fpa,201600,1
fpa_073,63,fpa,205201,1
fpa_074,63,fpa,207001,1
fpa_075,64,fpa,208799,1
fpa_076,64,fpa,210599,1
fpa_077,65,fpa,212401,1
fpa_078,65,fpa,216001,1
fpa_079,65,fpa,217801,1
fpa_080,65,fpa,219601,1
fpa_081,65,fpa,221401,1
fpa_082,65,fpa,223201,1
fpa_083,65,fpa,226801,1
fpa_084,66,fpa,239401,1
fpa_085,66,fpa,241201,1
fpa_086,68,fpa,250199,1
fpa_087,69,fpa,253799,1
fpa_088,70,fpa,255600,1
fpa_089,70,fpa,259200,1
fpa_090,69,fpa,261000,1
fpa_091,69,fpa,262800,1
fpa_092,68,fpa,264599,1
fpa_093,68,fpa,266400,1
fpa_094,67,fpa,270000,1
fpa_095,67,fpa,271799,1
fpa_096,66,fpa,273599,1
fpa_097,66,fpa,275399,1
fpa_098,65,fpa,277200,1
fpa_099,65,fpa,280800,1
fpa_100,65,fpa,282600,1
fpa_101,65,fpa,284400,1
fpa_102,65,fpa,286200,1
fpa_103,65,fpa,288000,1
fpa_104,65,fpa,291601,1
fpa_105,65,fpa,293401,1
fpa_106,65,fpa,295201,1
fpa_107,65,fpa,297001,1
fpa_108,65,fpa,298801,1
fpa_109,65,fpa,302401,1
fpa_110,64,fpa,304201,1
fpa_111,64,fpa,306001,1
fpa_112,63,fpa,307801,1
fpa_113,63,fpa,309601,1
fpa_114,62,fpa,313201,1
fpa_115,59,fpa,325801,1
fpa_116,59,fpa,327601,1
fpa_117,57,fpa,336599,1
fpa_118,56,fpa,340199,1
fpa_119,55,fpa,342000,1
fpa_120,54,fpa,345599,1
fpa_121,53,fpa,347399,1
fpa_122,52,fpa,349199,1
fpa_123,52,fpa,350999,1
fpa_124,51,fpa,352800,1
fpa_125,49,fpa,356400,1
fpa_126,48,fpa,358199,1
fpa_127,47,fpa,360000,1
fpa_128,47,fpa,361799,1
fpa_129,46,fpa,363599,1
fpa_130,45,fpa,367200,1
fpa_131,44,fpa,368999,1
fpa_132,44,fpa,370800,1
fpa_133,43,fpa,372600,1
fpa_134,43,fpa,374400,1
fpa_135,42,fpa,378001,1
fpa_136,42,fpa,379801,1
fpa_137,41,fpa,381601,1
fpa_138,41,fpa,383401,1
fpa_139,40,fpa,385201,1
fpa_140,40,fpa,388801,1
fpa_141,39,fpa,390601,1
fpa_142,39,fpa,392401,1
fpa_143,38,fpa,394201,1
fpa_144,38,fpa,396001,1
fpa_145,37,fpa,399601,1
fpa_146,34,fpa,412201,1
fpa_147,34,fpa,414001,1
fpa_148,32,fpa,423000,1
fpa_149,31,fpa,426600,1
fpa_150,30,fpa,428400,1
fpc_000,66,fpc,0,2
fpc_001,67,fpc,1800,2
fpc_002,68,fpc,5400,2
fpc_003,68,fpc,7200,2
fpc_004,69,fpc,9000,2
fpc_005,69,fpc,10800,2
fpc_006,69,fpc,12599,2
fpc_007,121,fpc,167400,2
fpc_008,122,fpc,169200,2
fpc_009,123,fpc,170999,2
fpc_010,124,fpc,172800,2
fpc_011,125,fpc,174600,2
fpc_012,125,fpc,178199,2
fpc_013,125,fpc,180000,2
fpc_014,125,fpc,181800,2
fpc_015,125,fpc,183600,2
fpc_016,125,fpc,185400,2
fpc_017,77,fpc,237600,2
fpc_018,75,fpc,239399,2
fpc_019,71,fpc,243000,2
fpc_020,69,fpc,244800,2
fpc_021,67,fpc,246600,2
fpc_022,65,fpc,248400,2
fpc_023,63,fpc,250200,2
fpc_024,59,fpc,253800,2
fpc_025,57,fpc,255600,2
fpc_026,56,fpc,257400,2
fpc_027,54,fpc,259199,2
fpc_028,52,fpc,261000,2
fpc_029,49,fpc,264600,2
fpc_030,47,fpc,266400,2
fpc_031,46,fpc,268200,2
fpc_032,44,fpc,270000,2
fpc_033,42,fpc,271800,2
frh_000,25,frh,0,1
frh_001,25,frh,1801,1
frh_002,25,frh,3600,1
frh_003,25,frh,5400,1
frh_004,25,frh,7201,1
frh_005,25,frh,10799,1
frh_006,25,frh,12598,1
frh_007,25,frh,14399,1
frh_008,25,frh,16199,1
frh_009,25,frh,17999,1
frh_010,25,frh,21599,1
frh_011,25,frh,23399,1
frh_012,25,frh,25199,1
frh_013,25,frh,26998,1
frh_014,25,frh,28799,1
frh_015,25,frh,32399,1
frh_016,25,frh,34199,1
frh_017,25,frh,35999,1
frh_018,25,frh,37799,1
frh_019,25,frh,39601,1
frh_020,25,frh,43199,1
frh_021,25,frh,44999,1
frh_022,25,frh,46799,1
frh_023,25,frh,50399,1
frh_024,25,frh,54000,1
frh_025,25,frh,55800,1
frh_026,25,frh,57600,1
frh_027,25,frh,59401,1
frh_028,25,frh,61200,1
frh_029,25,frh,64801,1
frh_030,26,frh,66600,1
frh_031,26,frh,68400,1
frh_032,27,frh,70200,1
frh_033,27,frh,72000,1
frh_034,28,frh,75600,1
frv_000,37,frv,0,1
frv_001,38,frv,3601,1
frv_002,38,frv,5400,1
frv_003,39,frv,7201,1
frv_004,39,frv,9000,1
frv_005,40,frv,10802,1
frv_006,40,frv,14400,1
frv_007,41,frv,16200,1
frv_008,41,frv,18001,1
frv_009,42,frv,19800,1
frv_010,42,frv,21600,1
frv_011,43,frv,25199,1
frv_012,43,frv,27001,1
frv_013,44,frv,28799,1
frv_014,44,frv,30600,1
frv_015,45,frv,32399,1
frv_016,45,frv,35999,1
frv_017,46,frv,37798,1
frv_018,46,frv,39599,1
frv_019,47,frv,41399,1
frv_020,47,frv,43199,1
frv_021,48,frv,46799,1
frv_022,48,frv,48599,1
frv_023,49,frv,50399,1
frv_024,49,frv,52198,1
frv_025,50,frv,53999,1
frv_026,51,frv,57599,1
frv_027,52,frv,59399,1
frv_028,53,frv,61201,1
frv_029,53,frv,63001,1
frv_030,54,frv,64800,1
frv_031,56,frv,68400,1
frv_032,57,frv,70201,1
frv_033,58,frv,72000,1
frv_034,58,frv,73800,1
frv_035,59,frv,75600,1
frv_036,61,frv,79202,1
frv_037,62,frv,81000,1
frv_038,63,frv,82800,1
frv_039,63,frv,84600,1
frv_040,64,frv,86400,1
frv_041,66,frv,90000,1
frv_042,67,frv,91800,1
frv_043,68,frv,93601,1
frv_044,68,frv,95400,1
frv_045,69,frv,97201,1
frv_046,71,frv,100800,1
frv_047,73,frv,102601,1
frv_048,74,frv,104400,1
frv_049,75,frv,106200,1
frv_050,76,frv,108001,1
frv_051,79,frv,111599,1
frv_052,80,frv,113398,1
frv_053,81,frv,115199,1
frv_054,83,frv,117000,1
frv_055,84,frv,118799,1
frv_056,86,frv,122399,1
frv_057,87,frv,124199,1
frv_058,88,frv,125999,1
frv_059,88,frv,127799,1
frv_060,89,frv,129599,1
frv_061,91,frv,133199,1
frv_062,92,frv,135000,1
frv_063,93,frv,136799,1
frv_064,93,frv,138599,1
frv_065,94,frv,140399,1
frv_066,96,frv,143999,1
frv_067,98,frv,145799,1
frv_068,99,frv,147599,1
frv_069,100,frv,149399,1
frv_070,101,frv,151198,1
frv_071,104,frv,154801,1
frv_072,105,frv,156600,1
frv_073,106,frv,158400,1
frv_074,108,frv,160201,1
frv_075,109,frv,162000,1
frv_076,112,frv,165600,1
frv_077,113,frv,167400,1
frv_078,115,frv,169201,1
frv_079,117,frv,171000,1
frv_080,118,frv,172800,1
frv_081,122,frv,176400,1
frv_082,123,frv,178201,1
frv_083,125,frv,180000,1
frv_084,127,frv,181800,1
frv_085,128,frv,183601,1
frv_086,129,frv,187200,1
frv_087,128,frv,189000,1
frv_088,127,frv,190801,1
frv_089,127,frv,192601,1
frv_090,126,frv,194400,1
frv_091,124,frv,197998,1
frv_092,123,frv,199799,1
frv_093,122,frv,201599,1
frv_094,122,frv,203399,1
frv_095,121,frv,205200,1
frv_096,120,frv,208799,1
frv_097,119,frv,210599,1
frv_098,119,frv,212398,1
frv_099,118,frv,214199,1
frv_100,118,frv,215999,1
frv_101,117,frv,219599,1
frv_102,117,frv,221401,1
frv_103,116,frv,223199,1
frv_104,116,frv,225000,1
frv_105,115,frv,226798,1
frv_106,115,frv,230399,1
frv_107,114,frv,232199,1
frv_108,114,frv,233999,1
frv_109,113,frv,237599,1
frv_110,112,frv,241200,1
frv_111,112,frv,243000,1
frv_112,111,frv,244801,1
frv_113,111,frv,246600,1
frv_114,110,frv,248400,1
frv_115,109,frv,252000,1
frv_116,107,frv,253801,1
frv_117,106,frv,255600,1
frv_118,105,frv,257402,1
frv_119,104,frv,259201,1
frv_120,101,frv,262801,1
frv_121,100,frv,264600,1
frv_122,99,frv,266400,1
frv_123,97,frv,268201,1
frv_124,96,frv,270000,1
frv_125,94,frv,273600,1
frv_126,93,frv,275400,1
frv_127,92,frv,277202,1
frv_128,92,frv,279000,1
frv_129,91,frv,280800,1
frv_130,89,frv,284399,1
frv_131,88,frv,286199,1
frv_132,87,frv,287999,1
frv_133,87,frv,289799,1
frv_134,86,frv,291599,1
frv_135,84,frv,295199,1
frv_136,83,frv,297000,1
frv_137,82,frv,298799,1
frv_138,82,frv,300599,1
frv_139,81,frv,302399,1
frv_140,79,frv,305999,1
frv_141,78,frv,307799,1
frv_142,77,frv,309599,1
frv_143,77,frv,311401,1
frv_144,76,frv,313200,1
frv_145,74,frv,316799,1
frv_146,72,frv,318599,1
frv_147,71,frv,320399,1
frv_148,70,frv,322199,1
frv_149,69,frv,323999,1
frv_150,66,frv,327600,1
frv_151,65,frv,329401,1
frv_152,64,frv,331200,1
frv_153,62,frv,333000,1
frv_154,61,frv,334801,1
frv_155,58,frv,338401,1
frv_156,57,frv,340200,1
frv_157,55,frv,342000,1
frv_158,53,frv,343801,1
frv_159,52,frv,345600,1
frv_160,48,frv,349200,1
frv_161,47,frv,351000,1
frv_162,45,frv,352801,1
frv_163,43,frv,354600,1
frv_164,42,frv,356400,1
frv_165,40,frv,360000,1
frv_166,39,frv,361801,1
frv_167,39,frv,363600,1
frv_168,38,frv,365400,1
frv_169,38,frv,367201,1
frv_170,37,frv,370799,1
frv_171,37,frv,372598,1
frv_172,36,frv,374399,1
frv_173,36,frv,376199,1
frv_174,35,frv,377999,1
frv_175,35,frv,381599,1
frv_176,34,frv,383399,1
frv_177,34,frv,385200,1
frv_178,33,frv,386999,1
frv_179,33,frv,388799,1
frv_180,32,frv,392399,1
frv_181,32,frv,394199,1
frv_182,31,frv,395999,1
frv_183,31,frv,397799,1
frv_184,30,frv,399601,1
frv_185,30,frv,403199,1
frv_186,30,frv,404999,1
frv_187,30,frv,406799,1
frv_188,30,frv,408599,1
frv_189,30,frv,410399,1
frv_190,30,frv,414001,1
frv_191,30,frv,415800,1
frv_192,30,frv,417600,1
frv_193,30,frv,419402,1
frv_194,30,frv,421200,1
frv_195,30,frv,424800,1
frv_196,29,frv,426600,1
frv_197,29,frv,428401,1
frv_198,28,frv,430200,1
ftb_000,30,ftb,0,2
ftb_001,30,ftb,3600,2
ftb_002,30,ftb,7200,2
ftb_003,30,ftb,10800,2
ftb_004,30,ftb,14400,2
ftb_005,30,ftb,18000,2
ftb_006,30,ftb,21600,2
ftb_007,30,ftb,25200,2
ftb_008,30,ftb,28800,2
ftb_009,30,ftb,32400,2
ftb_010,30,ftb,36000,2
ftb_011,30,ftb,39600,2
ftb_012,35,ftb,43200,2
ftb_013,35,ftb,46800,2
ftb_014,35,ftb,50400,2
ftb_015,35,ftb,54000,2
ftb_016,35,ftb,57600,2
ftb_017,35,ftb,61200,2
ftb_018,35,ftb,64800,2
ftb_019,35,ftb,68400,2
ftb_020,35,ftb,72000,2
ftb_021,35,ftb,75600,2
ftb_022,35,ftb,79200,2
ftb_023,35,ftb,82800,2
ftb_024,35,ftb,86400,2
ftb_025,35,ftb,90000,2
ftb_026,35,ftb,93600,2
ftb_027,35,ftb,97200,2
ftb_028,35,ftb,100800,2
ftb_029,35,ftb,104401,2
ftb_030,35,ftb,108001,2
ftb_031,35,ftb,111601,2
ftb_032,35,ftb,115201,2
ftb_033,35,ftb,118801,2
ftb_034,35,ftb,122401,2
ftb_035,35,ftb,126001,2
ftb_036,40,ftb,129601,2
ftb_037,40,ftb,133201,2
ftb_038,40,ftb,136801,2
ftb_039,40,ftb,140401,2
ftb_040,40,ftb,144001,2
ftb_041,40,ftb,147601,2
ftb_042,40,ftb,151201,2
ftb_043,40,ftb,154801,2
ftb_044,40,ftb,158401,2
ftb_045,40,ftb,162001,2
ftb_046,40,ftb,165601,2
ftb_047,40,ftb,169201,2
ftb_048,40,ftb,172801,2
ftb_049,40,ftb,176401,2
ftb_050,40,ftb,180001,2
ftb_051,40,ftb,183601,2
ftb_052,40,ftb,187201,2
ftb_053,40,ftb,190801,2
ftb_054,40,ftb,194401,2
ftb_055,40,ftb,198001,2
ftb_056,40,ftb,201601,2
ftb_057,40,ftb,205201,2
ftb_058,40,ftb,208801,2
ftb_059,40,ftb,212401,2
ftb_060,40,ftb,216001,2
ftb_061,40,ftb,219601,2
ftb_062,40,ftb,223201,2
ftb_063,40,ftb,226801,2
ftb_064,40,ftb,230401,2
ftb_065,40,ftb,234001,2
ftb_066,40,ftb,237601,2
ftb_067,40,ftb,241201,2
ftb_068,40,ftb,244801,2
ftb_069,40,ftb,248401,2
ftb_070,40,ftb,252001,2
ftb_071,40,ftb,255601,2
ftb_072,40,ftb,259201,2
ftb_073,40,ftb,262801,2
ftb_074,40,ftb,266401,2
ftb_075,40,ftb,270001,2
ftb_076,40,ftb,273601,2
ftb_077,40,ftb,277202,2
ftb_078,35,ftb,280802,2
ftb_079,35,ftb,284402,2
ftb_080,35,ftb,288002,2
ftb_081,35,ftb,291602,2
ftb_082,35,ftb,295202,2
ftb_083,35,ftb,298802,2
ftb_084,35,ftb,302402,2
ftb_085,35,ftb,306002,2
ftb_086,35,ftb,309602,2
ftb_087,35,ftb,313202,2
ftb_088,35,ftb,316802,2
ftb_089,35,ftb,320402,2
ftb_090,35,ftb,324002,2
ftb_091,35,ftb,327602,2
ftb_092,35,ftb,331202,2
ftb_093,35,ftb,334802,2
ftb_094,35,ftb,338402,2
fuv_000,25,fuv,0,1
fuv_001,25,fuv,1801,1
fuv_002,25,fuv,3600,1
fuv_003,25,fuv,5400,1
fuv_004,25,fuv,7201,1
fuv_005,25,fuv,10800,1
fuv_006,25,fuv,12601,1
fuv_007,25,fuv,14400,1
fuv_008,25,fuv,16201,1
fuv_009,25,fuv,18000,1
fuv_010,25,fuv,21601,1
fuv_011,25,fuv,23400,1
fuv_012,25,fuv,25201,1
fuv_013,25,fuv,27000,1
fuv_014,25,fuv,28800,1
fuv_015,25,fuv,32399,1
fuv_016,25,fuv,34199,1
fuv_017,25,fuv,35999,1
fuv_018,25,fuv,37799,1
fuv_019,25,fuv,39601,1
fuv_020,25,fuv,43199,1
fuv_021,26,fuv,44999,1
fuv_022,26,fuv,46799,1
fuv_023,27,fuv,48599,1
fuv_024,27,fuv,50399,1
fuv_025,28,fuv,53999,1
fuv_026,28,fuv,55798,1
fuv_027,29,fuv,57599,1
fuv_028,29,fuv,59400,1
fuv_029,30,fuv,61199,1
fuv_030,30,fuv,64799,1
fuv_031,30,fuv,66599,1
fuv_032,30,fuv,68399,1
fuv_033,30,fuv,71999,1
fuv_034,30,fuv,75600,1
fuv_035,30,fuv,77400,1
fuv_036,30,fuv,79201,1
fuv_037,30,fuv,81000,1
fuv_038,30,fuv,82801,1
fuv_039,30,fuv,86400,1
fuv_040,30,fuv,88201,1
fuv_041,30,fuv,90000,1
fuv_042,30,fuv,91800,1
fuv_043,30,fuv,93600,1
fuv_044,30,fuv,97201,1
fuv_045,30,fuv,100800,1
fuv_046,30,fuv,102601,1
fuv_047,30,fuv,104400,1
fuv_048,31,fuv,108000,1
fuv_049,32,fuv,109800,1
fuv_050,33,fuv,111601,1
fuv_051,33,fuv,113400,1
fuv_052,34,fuv,115200,1
